Student_ID,Study_Hours,Attendance,Previous_Score,Assignments_Completed,Sleep_Hours,Internet_Hours,Extra_Classes,Final_Score
447,12.0,61.0,88,8.0,5.9,1.4,Yes,89.1
448,8.8,88.0,95,12.0,5.8,4.3,Yes,98.0
449,10.6,56.0,72,3.0,6.4,9.2,Yes,76.9
450,10.9,86.0,46,5.0,5.8,9.2,No,62.3
451,10.8,68.0,68,11.0,5.5,10.4,No,69.7
452,8.0,82.0,44,9.0,8.4,6.5,No,64.4
453,5.5,100.0,54,4.0,9.0,4.8,No,50.9
454,10.5,56.0,45,9.0,5.7,11.9,No,64.9
455,1.1,62.0,61,4.0,6.9,2.7,Yes,39.8
456,5.8,72.0,86,8.0,8.8,5.2,Yes,75.4
457,9.0,45.0,76,10.0,5.0,8.4,Yes,70.8
458,10.6,64.0,51,3.0,5.9,7.5,Yes,57.0
459,1.5,63.0,93,10.0,7.0,4.7,Yes,63.6
460,10.9,67.0,59,4.0,8.7,11.1,No,57.8
461,3.5,53.0,62,2.0,6.9,2.9,No,48.0
462,9.7,69.0,67,10.0,7.1,7.5,Yes,81.7
463,8.2,46.0,41,3.0,6.1,5.2,No,48.7
464,2.7,89.0,36,6.0,6.1,2.1,No,45.4
465,8.7,71.0,48,10.0,7.6,2.3,Yes,77.9
466,6.5,83.0,60,6.0,8.2,11.7,No,61.0
467,4.2,47.0,98,5.0,7.4,6.3,Yes,57.4
468,8.4,52.0,98,4.0,8.7,9.6,Yes,78.8
469,2.1,61.0,64,9.0,8.9,4.3,No,46.4
470,9.9,100.0,40,6.0,5.8,8.4,No,66.1
471,2.0,93.0,40,2.0,8.3,8.3,Yes,36.7
472,10.8,84.0,69,3.0,5.9,4.8,Yes,73.2
473,11.6,62.0,84,9.0,8.0,8.1,Yes,82.2
474,8.7,48.0,55,3.0,6.1,7.5,No,49.2
475,5.2,67.0,38,12.0,8.4,9.0,Yes,58.9
476,6.4,71.0,91,2.0,4.3,8.2,Yes,67.1
477,8.5,94.0,63,12.0,8.4,6.7,Yes,80.8
478,9.0,75.0,79,12.0,7.4,5.2,Yes,78.8
479,11.3,77.0,95,9.0,8.3,1.8,No,90.3
480,4.6,62.0,41,10.0,5.1,8.1,No,54.0
481,1.9,73.0,92,3.0,8.3,5.9,Yes,65.6
482,9.2,46.0,48,8.0,6.1,7.1,Yes,69.9
483,9.7,84.0,73,10.0,6.8,8.2,No,85.5
484,5.0,48.0,63,9.0,5.7,9.4,No,57.7
485,5.0,73.0,49,3.0,7.8,3.4,No,46.3
486,8.0,96.0,72,10.0,6.6,8.7,Yes,84.5
487,6.4,97.0,87,3.0,5.3,3.2,Yes,77.7
488,5.3,74.0,59,7.0,4.5,5.6,Yes,63.5
489,6.0,87.0,52,9.0,4.0,9.1,No,62.1
490,6.3,77.0,57,11.0,4.9,10.0,Yes,63.4
491,7.6,65.0,84,8.0,8.9,11.1,Yes,71.3
492,11.6,63.0,92,4.0,4.7,7.6,No,82.9
493,7.0,65.0,62,5.0,5.0,8.9,No,62.0
494,2.5,90.0,57,10.0,6.7,8.0,Yes,61.5
495,7.2,82.0,88,12.0,7.7,10.3,No,84.8
496,5.6,45.0,48,2.0,5.9,1.6,Yes,43.8
497,9.3,55.0,71,12.0,5.3,10.2,No,68.9
498,7.0,67.0,92,3.0,7.1,8.4,Yes,72.9
499,7.2,60.0,71,12.0,4.2,5.2,No,77.8
500,11.7,65.0,41,2.0,7.7,3.2,No,67.4
501,11.0,90.0,82,11.0,6.7,7.6,Yes,88.3
502,3.0,88.0,44,4.0,8.8,9.1,Yes,44.0
503,5.7,80.0,68,4.0,4.8,10.3,Yes,54.3
504,8.8,54.0,40,4.0,8.6,7.6,No,53.3
505,7.3,67.0,44,7.0,6.6,11.5,Yes,61.3
506,2.8,79.0,86,3.0,5.7,10.7,No,47.4
507,4.2,93.0,95,10.0,8.1,11.8,Yes,68.4
508,4.8,60.0,66,2.0,7.4,4.5,Yes,52.1
509,6.9,63.0,38,10.0,8.1,5.1,No,58.4
510,4.3,86.0,59,7.0,6.6,11.4,Yes,63.5
511,9.5,79.0,35,12.0,,8.4,Yes,74.6
512,5.7,51.0,61,10.0,8.1,10.7,No,60.8
513,11.3,92.0,54,2.0,6.3,4.6,Yes,64.0
514,3.0,61.0,44,11.0,8.1,11.0,No,45.7
515,7.9,72.0,75,2.0,5.9,2.3,Yes,69.6
516,7.8,93.0,40,3.0,5.8,6.5,No,56.8
517,4.3,50.0,71,9.0,5.9,10.0,Yes,58.7
518,6.9,53.0,85,10.0,5.5,8.0,No,72.9
519,11.1,95.0,82,2.0,6.8,7.1,Yes,72.0
520,7.3,70.0,45,6.0,5.1,9.2,No,47.5
521,11.0,99.0,53,4.0,4.9,7.8,No,61.6
522,3.0,96.0,41,10.0,6.3,7.0,No,52.9
523,3.8,57.0,97,7.0,5.8,8.4,Yes,59.1
524,7.8,57.0,75,9.0,6.3,7.8,No,71.9
525,2.7,81.0,81,7.0,8.8,2.9,No,57.4
526,3.4,92.0,90,6.0,8.2,2.5,No,72.2
527,6.1,67.0,74,9.0,6.8,2.9,Yes,77.7
528,10.4,53.0,60,6.0,7.7,7.9,Yes,77.2
529,10.3,85.0,38,11.0,6.9,9.5,Yes,79.2
530,7.1,79.0,95,12.0,7.9,5.0,Yes,94.2
531,7.5,99.0,72,4.0,6.3,6.6,No,63.0
532,1.1,60.0,56,10.0,4.7,2.8,Yes,54.7
533,6.3,67.0,40,5.0,7.8,3.5,No,49.2
534,1.5,58.0,81,8.0,6.3,6.0,Yes,49.6
535,8.1,51.0,70,6.0,6.9,7.3,No,65.9
536,5.0,86.0,44,10.0,5.3,11.7,Yes,56.2
537,4.9,100.0,79,9.0,8.0,10.8,Yes,70.8
538,2.5,55.0,64,3.0,6.6,4.1,Yes,42.3
539,5.0,90.0,50,12.0,5.2,9.9,Yes,62.2
540,6.3,58.0,55,12.0,8.2,1.2,Yes,65.7
541,7.5,53.0,40,11.0,4.7,2.8,Yes,64.2
542,5.5,81.0,37,12.0,8.1,11.4,Yes,58.9
543,11.9,100.0,96,4.0,5.1,5.5,Yes,94.4
544,10.0,56.0,68,4.0,7.6,4.8,No,69.3
545,1.8,69.0,84,4.0,4.5,3.2,No,55.6
546,7.7,56.0,95,11.0,7.0,10.7,Yes,74.7
547,8.3,83.0,35,12.0,7.2,6.7,No,71.2
548,8.7,72.0,64,9.0,7.9,5.2,Yes,74.9
549,3.8,94.0,64,3.0,5.4,10.6,No,42.9
550,1.1,92.0,35,11.0,6.6,6.7,No,46.6
551,8.6,65.0,87,7.0,4.5,5.7,No,69.2
552,6.9,81.0,81,11.0,5.4,8.5,Yes,75.7
553,9.6,75.0,57,7.0,6.8,6.3,No,69.2
554,9.5,70.0,52,12.0,4.6,3.5,Yes,70.4
555,6.6,95.0,78,10.0,7.1,8.5,Yes,71.3
556,11.6,45.0,46,4.0,6.4,7.6,Yes,57.6
557,3.4,50.0,39,8.0,8.7,5.4,No,48.3
558,7.6,94.0,57,12.0,6.5,1.1,No,70.2
559,9.6,77.0,64,11.0,4.8,1.4,Yes,84.5
560,11.7,50.0,70,8.0,5.8,5.3,Yes,81.0
561,9.1,49.0,46,10.0,5.4,10.1,No,58.3
562,10.0,59.0,59,9.0,8.6,7.3,No,66.5
563,6.6,80.0,44,10.0,5.5,11.4,No,62.1
564,9.9,81.0,67,9.0,8.8,7.2,Yes,85.2
565,11.6,74.0,93,11.0,8.3,6.3,No,86.4
566,8.0,59.0,64,7.0,6.1,4.9,Yes,71.5
567,3.9,63.0,46,8.0,7.4,10.0,Yes,51.4
568,3.0,65.0,80,5.0,8.5,4.0,Yes,60.1
569,3.2,92.0,65,6.0,5.0,3.2,Yes,63.2
570,4.9,94.0,48,3.0,8.6,8.4,No,50.0
571,9.4,79.0,40,9.0,5.9,4.5,No,65.2
572,11.8,77.0,70,8.0,5.1,7.3,Yes,82.9
573,5.7,79.0,39,10.0,5.7,10.5,Yes,55.7
574,2.3,78.0,93,7.0,7.4,1.1,Yes,66.2
575,2.1,68.0,68,4.0,6.7,3.6,No,54.4
576,4.8,56.0,98,8.0,5.1,8.7,No,63.2
577,5.4,73.0,58,11.0,4.7,7.3,Yes,69.1
578,8.9,96.0,65,10.0,6.2,5.2,Yes,84.8
579,9.1,75.0,36,4.0,6.1,2.5,No,61.0
580,4.3,80.0,41,8.0,4.5,2.8,Yes,58.9
581,6.2,85.0,47,9.0,7.7,3.9,No,62.3
582,11.3,61.0,79,2.0,6.1,4.9,Yes,76.8
583,8.1,79.0,57,6.0,5.8,8.4,No,65.1
584,5.9,50.0,83,11.0,5.4,7.9,Yes,77.5
585,8.0,66.0,88,12.0,7.1,5.5,Yes,78.8
586,4.8,65.0,75,12.0,5.5,3.9,No,63.9
587,5.9,100.0,81,11.0,6.6,6.0,Yes,74.0
588,1.3,91.0,65,12.0,5.3,9.2,Yes,53.4
589,5.4,51.0,43,9.0,6.7,1.3,No,54.8
590,12.0,51.0,68,11.0,4.8,8.2,No,75.9
591,3.7,63.0,91,12.0,4.6,6.8,Yes,63.8
592,8.3,100.0,76,9.0,6.3,10.6,No,74.8
593,2.5,89.0,57,11.0,7.0,7.9,No,55.4
594,8.0,64.0,79,9.0,6.7,9.9,No,67.6
595,5.5,54.0,73,2.0,4.0,10.0,Yes,49.1
596,6.2,45.0,97,9.0,5.5,9.4,No,70.5
597,9.8,80.0,82,5.0,6.1,7.2,No,69.8
598,8.9,86.0,84,8.0,5.1,1.9,Yes,83.8
599,9.8,84.0,69,6.0,7.2,6.9,No,70.9
600,10.4,56.0,52,6.0,4.6,6.0,No,59.5
601,7.9,57.0,76,2.0,4.8,11.7,Yes,54.4
602,2.1,62.0,51,9.0,7.6,3.6,Yes,44.8
603,3.4,71.0,74,9.0,9.0,6.1,Yes,62.3
604,10.3,54.0,42,6.0,7.9,1.8,No,59.2
605,10.9,61.0,83,2.0,4.6,9.4,Yes,70.1
606,11.7,60.0,39,5.0,6.3,9.5,Yes,64.0
607,8.5,64.0,76,4.0,7.1,1.5,Yes,68.9
608,8.0,57.0,81,2.0,8.3,3.4,Yes,65.0
609,5.8,45.0,56,6.0,6.9,5.4,Yes,48.7
610,1.5,95.0,95,11.0,4.8,9.5,Yes,62.0
611,2.0,84.0,78,12.0,4.3,4.9,Yes,68.7
612,9.7,53.0,97,5.0,5.6,7.1,No,80.1
613,5.8,57.0,37,8.0,5.8,2.5,Yes,54.9
614,5.8,63.0,97,5.0,6.8,7.0,No,70.2
615,4.0,98.0,55,3.0,6.7,5.9,No,49.2
616,6.0,94.0,83,4.0,8.4,7.8,No,69.6
617,3.6,91.0,43,12.0,8.8,10.0,Yes,59.5
618,6.5,80.0,54,11.0,5.4,5.5,No,58.0
619,6.8,49.0,40,4.0,4.9,1.3,Yes,51.8
620,2.1,81.0,84,12.0,6.4,7.9,No,56.2
621,3.4,90.0,44,2.0,8.7,3.3,No,50.6
622,10.2,74.0,42,7.0,6.8,11.3,No,66.5
623,9.7,48.0,69,10.0,4.2,1.8,No,67.6
624,3.4,78.0,47,3.0,7.6,6.8,Yes,40.9
625,8.2,81.0,57,10.0,7.7,5.6,Yes,78.7
626,7.3,88.0,93,12.0,6.1,2.1,Yes,90.0
627,6.6,87.0,55,10.0,9.0,5.9,No,73.3
628,7.1,65.0,82,8.0,7.8,5.7,No,72.9
629,7.2,58.0,83,10.0,8.6,3.8,No,74.9
630,5.4,91.0,39,6.0,7.0,6.7,No,42.4
631,11.8,58.0,75,2.0,7.9,11.4,No,75.4
632,6.6,81.0,54,3.0,4.2,4.9,Yes,52.3
633,10.8,60.0,64,6.0,8.1,2.0,No,75.2
634,3.4,49.0,76,9.0,4.9,10.1,Yes,58.9
635,4.3,91.0,83,3.0,7.9,11.1,No,53.7
636,10.0,71.0,50,5.0,7.7,10.3,Yes,67.6
637,8.0,48.0,74,10.0,4.2,6.9,Yes,69.5
638,8.7,54.0,41,12.0,7.7,5.3,No,70.2
639,7.3,50.0,63,8.0,5.4,5.3,Yes,63.0
640,6.2,92.0,41,10.0,6.0,1.9,No,65.8
641,2.4,53.0,96,10.0,5.0,5.3,Yes,67.5
642,12.0,78.0,66,5.0,4.4,9.5,No,74.3
643,7.3,52.0,87,8.0,5.8,3.1,No,73.4
644,1.3,64.0,56,7.0,7.1,11.9,No,41.9
645,5.8,97.0,64,5.0,7.4,2.7,Yes,59.9
646,1.6,84.0,53,6.0,4.1,8.6,Yes,41.1
647,6.2,66.0,61,10.0,5.1,7.0,No,62.3
648,7.9,54.0,37,8.0,6.9,8.3,Yes,54.2
649,1.7,57.0,69,2.0,6.3,11.4,Yes,39.2
650,4.0,99.0,81,3.0,4.1,10.5,No,48.6
651,5.2,90.0,47,7.0,6.4,7.6,Yes,51.9
652,6.5,74.0,37,2.0,5.2,6.8,No,42.9
653,9.2,46.0,79,12.0,5.8,7.9,Yes,88.8
654,11.8,62.0,42,12.0,5.3,5.3,Yes,85.3
655,11.4,59.0,54,7.0,8.5,8.2,Yes,78.0
656,6.7,88.0,64,8.0,5.2,2.7,No,72.8
657,4.6,79.0,51,5.0,7.3,7.4,Yes,58.9
658,4.4,90.0,52,8.0,9.0,11.7,Yes,60.0
659,7.2,55.0,75,3.0,6.8,11.4,Yes,55.1
660,10.2,54.0,38,7.0,8.4,5.6,No,59.1
661,9.2,97.0,70,4.0,7.9,2.2,Yes,69.3
662,11.8,84.0,69,11.0,6.8,3.5,Yes,86.8
663,1.3,50.0,96,4.0,6.5,7.7,No,44.8
664,5.3,75.0,52,4.0,5.0,1.4,Yes,62.0
665,11.5,59.0,60,5.0,4.3,11.2,No,70.4
666,6.4,65.0,93,5.0,6.1,9.5,No,68.5
667,5.3,92.0,39,10.0,4.5,6.0,Yes,64.6
668,3.7,79.0,85,2.0,6.8,6.7,Yes,53.0
669,5.8,64.0,71,9.0,4.8,4.2,Yes,70.6
670,10.9,74.0,92,3.0,7.6,2.2,Yes,83.1
671,4.6,46.0,57,9.0,7.0,,Yes,62.3
672,2.0,65.0,55,3.0,4.5,8.8,No,28.8
673,8.8,91.0,55,8.0,6.8,1.5,Yes,81.9
674,7.2,87.0,54,4.0,8.3,3.0,Yes,63.1
675,4.4,94.0,92,6.0,7.1,2.3,Yes,80.5
676,1.0,93.0,67,2.0,6.3,10.4,Yes,44.9
677,6.4,58.0,95,9.0,6.1,1.9,Yes,75.3
678,7.0,84.0,61,2.0,4.9,1.6,No,49.6
679,10.4,87.0,73,7.0,8.6,1.5,No,89.5
680,2.8,63.0,57,9.0,7.7,5.0,Yes,49.5
681,4.3,68.0,83,3.0,7.8,10.3,Yes,54.5
682,2.5,89.0,70,7.0,6.6,6.8,Yes,59.7
683,2.2,91.0,46,9.0,7.6,7.7,No,47.0
684,10.3,61.0,80,4.0,7.1,6.5,No,71.8
685,3.0,84.0,64,6.0,8.9,1.0,Yes,59.8
686,9.8,92.0,61,11.0,9.0,5.6,No,77.8
687,9.9,58.0,36,12.0,5.0,4.1,Yes,67.7
688,6.6,65.0,35,3.0,7.4,4.8,Yes,55.4
689,3.1,98.0,78,12.0,6.4,6.2,Yes,73.5
690,6.3,85.0,93,10.0,8.5,6.1,No,85.4
691,1.6,78.0,73,11.0,7.6,4.5,Yes,58.6
692,8.5,96.0,80,3.0,8.8,4.1,Yes,73.8
693,5.1,79.0,56,11.0,7.0,3.1,Yes,73.4
694,9.3,90.0,75,2.0,5.4,2.0,Yes,71.2
695,10.1,64.0,62,10.0,5.5,2.2,Yes,84.2
696,11.0,73.0,38,9.0,8.5,2.7,No,78.3
697,9.1,78.0,74,7.0,4.7,10.6,Yes,67.9
698,1.4,69.0,49,2.0,5.6,1.5,Yes,37.3
699,10.8,51.0,74,2.0,6.9,4.4,Yes,69.3
700,3.1,62.0,75,9.0,7.4,4.0,Yes,59.8
701,1.2,84.0,48,5.0,6.7,7.0,No,33.2
702,8.7,63.0,66,4.0,4.4,7.7,No,60.6
703,1.6,46.0,95,12.0,4.3,5.2,Yes,64.4
704,3.0,83.0,92,11.0,5.8,4.7,Yes,76.3
705,8.4,79.0,45,9.0,6.8,2.0,No,60.0
706,4.4,86.0,94,9.0,5.2,3.5,No,77.7
707,5.3,89.0,77,7.0,6.3,1.3,No,61.0
708,6.3,99.0,56,6.0,7.8,7.6,Yes,63.9
709,5.5,90.0,48,7.0,6.8,1.8,No,58.4
710,5.4,71.0,65,11.0,5.2,2.7,No,63.6
711,4.7,97.0,90,8.0,6.8,4.8,Yes,69.6
712,8.4,92.0,97,3.0,7.0,6.1,Yes,84.1
713,2.9,70.0,43,11.0,4.5,10.0,No,42.9
714,8.1,48.0,46,5.0,8.1,10.8,Yes,60.2
715,8.3,73.0,72,8.0,7.1,5.9,Yes,78.2
716,4.5,81.0,73,8.0,7.6,11.1,Yes,64.6
717,7.7,77.0,86,4.0,8.3,1.7,Yes,68.5
718,7.2,67.0,49,6.0,8.3,3.6,No,60.8
719,8.8,70.0,83,8.0,6.7,8.3,No,68.7
720,7.1,98.0,81,8.0,4.8,12.0,Yes,66.8
721,1.8,46.0,53,9.0,7.3,11.7,Yes,38.8
722,8.1,71.0,93,11.0,8.7,7.9,No,82.6
723,7.1,73.0,84,7.0,5.1,5.7,Yes,74.4
724,10.3,60.0,69,8.0,8.6,7.3,Yes,86.3
725,7.2,90.0,82,3.0,6.9,11.6,Yes,61.0
726,9.0,99.0,70,9.0,6.6,6.8,Yes,76.2
727,7.9,87.0,44,12.0,7.2,9.8,No,67.6
728,10.9,79.0,36,9.0,6.3,11.0,No,63.3
729,11.6,96.0,72,6.0,4.8,8.6,No,80.5
730,7.2,48.0,95,11.0,4.8,1.6,No,83.5
731,7.9,63.0,97,3.0,4.6,1.8,No,66.8
732,7.8,62.0,67,2.0,7.7,7.6,Yes,63.9
733,5.1,56.0,68,5.0,6.4,9.8,Yes,53.0
734,1.9,54.0,54,9.0,7.8,5.5,No,42.9
735,5.8,85.0,56,5.0,6.9,10.3,Yes,59.2
736,9.3,52.0,41,4.0,6.3,6.2,No,57.9
737,9.3,79.0,64,8.0,7.4,5.3,No,67.0
738,10.6,45.0,71,9.0,5.9,4.5,Yes,73.0
739,6.8,67.0,90,11.0,8.6,10.4,No,72.0
740,9.8,61.0,85,9.0,7.9,9.2,Yes,83.1
741,8.5,56.0,75,10.0,4.1,1.1,Yes,70.6
742,2.1,51.0,92,7.0,5.1,4.1,Yes,52.9
743,7.8,48.0,62,11.0,7.2,8.8,Yes,63.7
744,7.7,69.0,58,3.0,7.5,3.8,No,60.9
745,1.8,74.0,70,8.0,7.5,8.3,No,47.6
746,9.6,62.0,42,8.0,5.9,12.0,No,65.8
747,3.9,73.0,43,9.0,8.9,3.2,No,48.3
748,6.4,54.0,90,5.0,7.1,2.2,No,71.2
749,2.1,49.0,44,11.0,7.6,9.5,Yes,54.4
750,2.6,85.0,35,2.0,7.3,3.9,No,42.7
751,7.3,77.0,97,9.0,6.2,10.3,Yes,80.6
752,1.0,89.0,96,3.0,6.8,11.3,No,47.6
753,4.3,48.0,46,7.0,6.7,11.6,Yes,52.3
754,9.4,63.0,60,4.0,6.8,11.6,Yes,60.1
755,5.3,51.0,80,9.0,4.4,8.0,Yes,59.4
756,3.1,91.0,65,9.0,5.9,9.7,No,54.7
757,11.6,96.0,92,2.0,4.2,1.6,Yes,84.1
758,3.3,86.0,93,12.0,8.4,6.9,Yes,83.5
759,1.4,54.0,97,12.0,4.1,11.0,Yes,58.9
760,8.1,45.0,57,12.0,4.2,4.4,Yes,70.0
761,2.9,82.0,43,3.0,4.6,7.5,Yes,33.7
762,3.2,66.0,86,7.0,4.6,8.5,Yes,57.2
763,11.6,58.0,40,11.0,4.9,1.7,No,67.1
764,5.6,89.0,82,10.0,4.8,3.7,Yes,69.8
765,9.7,85.0,83,4.0,4.1,6.4,Yes,68.0
766,11.2,90.0,71,8.0,7.5,9.7,No,82.3
767,3.3,85.0,69,10.0,6.3,3.6,Yes,67.2
768,1.4,56.0,98,11.0,8.8,7.9,No,61.3
769,1.1,60.0,59,3.0,8.9,11.7,No,41.3
770,11.9,77.0,63,9.0,7.9,8.3,No,72.3
771,2.2,54.0,95,9.0,4.9,8.4,Yes,55.1
772,5.0,58.0,90,6.0,5.7,9.9,No,52.8
773,9.1,79.0,57,4.0,7.9,6.3,Yes,60.6
774,3.6,73.0,76,8.0,5.0,8.4,No,52.1
775,2.2,59.0,47,5.0,7.7,10.6,No,43.3
776,1.8,82.0,97,2.0,8.5,2.6,No,51.9
777,5.1,74.0,59,12.0,5.8,4.0,No,58.1
778,8.6,48.0,70,4.0,4.6,6.1,No,55.1
779,4.8,63.0,55,12.0,8.8,11.0,Yes,56.1
780,10.4,76.0,62,11.0,6.4,6.1,Yes,85.6
781,9.1,60.0,66,7.0,6.2,3.4,Yes,79.8
782,10.9,71.0,40,2.0,9.0,9.1,Yes,60.6
783,5.3,96.0,47,9.0,6.5,1.9,Yes,67.5
784,5.5,58.0,51,7.0,5.5,8.1,Yes,46.5
785,8.4,55.0,93,11.0,7.7,1.3,No,84.0
786,2.5,90.0,86,4.0,7.9,5.1,No,60.4
787,1.0,85.0,44,8.0,8.5,4.7,Yes,45.1
788,9.3,89.0,61,12.0,4.4,10.7,Yes,77.4
789,11.0,68.0,41,3.0,5.9,6.1,Yes,60.7
790,2.9,80.0,43,10.0,7.5,3.3,No,47.6
791,2.2,75.0,61,5.0,5.6,10.9,No,38.4
792,1.7,67.0,92,9.0,6.5,10.1,No,61.0
793,8.5,79.0,72,9.0,7.1,9.8,Yes,70.8
794,10.7,50.0,45,8.0,8.5,4.2,Yes,65.7
795,4.0,89.0,53,9.0,4.8,3.2,Yes,56.5
796,11.7,79.0,51,9.0,5.7,5.9,Yes,75.3
797,1.7,100.0,64,10.0,7.2,5.5,No,59.1
798,9.7,76.0,91,9.0,5.5,2.5,No,79.3
799,3.9,75.0,82,6.0,7.8,1.5,No,59.5
800,11.5,84.0,55,10.0,5.4,11.7,Yes,72.4
801,2.3,65.0,51,9.0,5.3,3.0,Yes,54.7
802,11.8,54.0,82,9.0,6.7,2.8,No,79.3
803,1.3,76.0,53,9.0,8.6,2.7,No,52.4
804,4.3,63.0,53,11.0,7.6,11.1,No,57.1
805,9.0,47.0,52,12.0,6.8,4.4,No,71.7
806,3.4,67.0,46,7.0,4.3,8.1,Yes,51.2
807,9.4,57.0,37,3.0,6.7,5.9,Yes,64.0
808,5.3,76.0,75,11.0,7.0,11.4,No,63.8
809,8.9,72.0,82,8.0,5.9,4.1,No,73.4
810,5.9,80.0,46,5.0,7.6,5.9,No,57.1
811,4.2,96.0,89,8.0,4.7,7.5,Yes,64.0
812,4.3,100.0,77,3.0,8.7,7.5,No,51.4
813,5.5,62.0,88,4.0,6.8,8.8,Yes,59.0
814,10.2,63.0,97,2.0,8.1,4.3,No,76.9
815,9.1,59.0,38,2.0,4.8,4.3,No,44.1
816,8.3,63.0,88,4.0,6.5,8.6,Yes,64.1
817,9.4,76.0,43,11.0,7.7,7.4,No,74.6
818,7.9,75.0,50,7.0,6.6,7.3,No,54.6
819,1.6,65.0,94,4.0,5.8,1.6,No,53.6
820,11.0,67.0,41,6.0,5.5,8.0,Yes,66.0
821,9.4,56.0,47,11.0,7.8,7.0,No,73.3
822,8.5,64.0,69,12.0,7.5,5.0,No,81.8
823,1.1,78.0,71,7.0,7.9,5.5,Yes,48.4
824,2.7,59.0,59,10.0,7.1,10.1,Yes,52.6
825,11.1,52.0,51,2.0,6.4,4.4,No,54.9
826,5.9,83.0,78,4.0,7.5,1.3,Yes,64.6
827,10.4,54.0,64,6.0,4.6,2.4,Yes,72.0
828,9.4,52.0,44,2.0,7.9,9.3,Yes,50.8
829,1.4,87.0,42,9.0,4.6,3.8,Yes,44.8
830,1.1,51.0,50,11.0,5.0,10.9,Yes,47.4
831,1.3,54.0,70,11.0,5.7,2.8,Yes,58.1
832,1.8,97.0,36,10.0,5.1,3.1,No,41.2
833,9.3,45.0,47,5.0,8.6,10.4,No,53.9
834,7.5,73.0,48,4.0,8.2,11.8,No,47.5
835,3.5,52.0,75,3.0,6.3,6.7,No,52.0
836,8.8,80.0,40,3.0,5.6,2.3,No,55.2
837,9.1,88.0,91,5.0,6.8,4.2,No,73.3
838,1.8,98.0,95,12.0,5.8,1.1,No,74.8
839,5.4,78.0,45,3.0,4.7,5.4,Yes,53.1
840,10.8,55.0,43,7.0,8.9,4.7,No,60.7
841,10.2,91.0,98,6.0,7.8,9.4,No,87.5
842,9.8,70.0,80,9.0,7.3,11.5,No,76.5
843,2.6,74.0,48,3.0,5.3,6.5,Yes,34.3
844,9.1,98.0,43,9.0,7.4,11.7,No,66.4
845,4.6,64.0,47,3.0,7.3,6.7,No,48.0
846,3.2,87.0,98,9.0,6.5,7.0,Yes,79.4
847,1.3,72.0,50,8.0,6.3,10.4,No,39.9
848,1.4,80.0,73,4.0,6.5,2.5,No,48.6
849,2.2,88.0,97,12.0,6.8,6.9,No,69.6
850,10.4,77.0,42,8.0,5.3,7.5,No,66.7
851,4.9,63.0,76,2.0,4.1,1.5,No,50.8
852,9.2,46.0,78,8.0,4.5,4.8,No,69.9
853,1.6,60.0,66,5.0,7.2,7.5,Yes,53.4
854,2.3,55.0,37,10.0,5.6,6.1,No,42.9
855,10.9,62.0,37,9.0,6.9,11.8,No,64.0
856,4.5,51.0,97,3.0,7.5,3.3,No,61.2
857,9.4,66.0,56,11.0,5.5,11.7,Yes,71.7
858,10.3,95.0,44,10.0,5.1,3.9,No,80.3
859,5.4,59.0,46,11.0,4.5,4.7,Yes,60.6
860,6.8,72.0,61,7.0,8.0,8.2,No,61.1
861,4.3,87.0,75,5.0,6.1,3.8,No,61.6
862,7.0,46.0,58,11.0,6.5,8.3,No,58.4
863,8.0,96.0,90,11.0,7.6,1.7,Yes,88.8
864,2.6,54.0,73,8.0,6.1,10.5,Yes,56.0
865,10.3,62.0,71,12.0,4.8,8.6,Yes,80.3
866,2.2,57.0,38,5.0,8.0,4.4,No,38.5
867,5.8,86.0,39,5.0,4.8,2.5,No,54.7
868,4.1,80.0,57,12.0,8.3,11.6,No,63.2
869,1.6,50.0,75,11.0,5.5,1.7,No,63.0
870,8.4,50.0,85,4.0,5.2,7.3,Yes,69.4
871,10.1,94.0,67,9.0,8.4,3.6,Yes,89.4
872,4.4,98.0,84,5.0,8.7,3.4,Yes,64.7
873,11.7,73.0,87,6.0,8.3,1.6,No,89.8
874,2.2,79.0,89,9.0,7.4,11.6,Yes,61.1
875,8.9,97.0,74,2.0,7.2,11.0,Yes,74.1
876,8.3,48.0,65,6.0,6.8,4.4,No,70.0
877,8.5,79.0,65,9.0,5.9,11.0,No,74.5
878,11.1,64.0,46,5.0,5.5,10.5,Yes,71.1
879,7.9,96.0,87,2.0,5.4,1.9,No,69.8
880,5.5,98.0,77,8.0,8.4,10.0,Yes,74.0
881,6.6,67.0,88,11.0,7.6,7.0,No,75.0
882,1.3,48.0,58,12.0,6.2,8.1,Yes,50.2
883,7.9,65.0,45,3.0,4.8,6.7,Yes,59.5
884,8.5,95.0,75,9.0,6.4,9.1,No,69.4
885,7.5,65.0,71,5.0,4.4,5.0,No,67.7
886,11.4,81.0,63,2.0,8.7,11.2,Yes,77.4
887,11.7,57.0,68,4.0,4.2,7.8,No,62.5
888,11.5,55.0,50,2.0,7.6,5.8,No,67.1
889,6.4,59.0,61,5.0,8.7,9.9,No,51.5
890,6.4,53.0,90,5.0,7.0,11.9,No,65.4
891,3.1,56.0,87,4.0,4.1,11.7,Yes,54.0
892,11.0,68.0,93,3.0,4.1,2.5,No,85.4
893,5.4,58.0,84,8.0,7.7,3.8,Yes,72.3
894,1.6,60.0,95,7.0,9.0,11.3,Yes,51.9
